experiment,category,classifier,training shape,sample_length,coverage,k,max_depth,n_estimators,score
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,25,45,0.351851852
1.13,multiclass,Random Forest,"(546, 400)",100,10,1,10,20,0.348148148
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,20,45,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,5,30,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,5,45,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,10,25,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,15,40,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,20,40,0.348148148
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,25,40,0.348148148
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,10,25,0.348148148
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,25,25,0.348148148
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,25,45,0.348148148
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,20,20,0.34769688
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,35,0.344994418
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,20,20,0.344444444
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,30,0.343877931
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,40,0.343877931
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,45,0.343505769
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,25,0.343133606
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,40,0.341644957
1.13,multiclass,Random Forest,"(546, 400)",100,10,1,5,20,0.340740741
1.13,multiclass,Random Forest,"(546, 400)",100,10,1,20,20,0.340740741
1.13,multiclass,Random Forest,"(546, 400)",100,10,1,25,20,0.340740741
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,45,0.340740741
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,25,30,0.340740741
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,15,25,0.340740741
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,20,25,0.340740741
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,25,25,0.340740741
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,25,20,0.340740741
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,35,0.33885374
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,45,0.33885374
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,15,30,0.338781575
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,5,40,0.338235294
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,10,30,0.338235294
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,40,0.338235294
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,40,0.338235294
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,30,0.337923335
1.13,multiclass,Random Forest,"(5454, 25588)",400,400,4,5,20,0.33717901
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,25,0.337037037
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,25,25,0.337037037
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,25,0.333457387
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,20,30,0.333333333
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,25,40,0.333333333
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,10,20,0.333333333
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,25,35,0.333333333
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,25,40,0.333333333
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,25,45,0.333333333
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,30,0.331410495
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,45,0.330107927
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,45,0.329735765
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,20,0.32962963
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,40,0.32962963
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,20,35,0.32962963
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,35,0.32899144
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,40,0.327068019
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,45,0.32697497
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,30,0.326636905
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,35,0.326636905
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,40,0.326636905
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,40,0.326386304
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,20,0.326386304
1.13,multiclass,Random Forest,"(10908, 12800)",200,400,4,5,20,0.326386304
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,35,0.325925926
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,10,35,0.325925926
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,20,30,0.325925926
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,30,0.325925926
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,45,0.325925926
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,25,20,0.325925926
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,25,30,0.325925926
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,25,0.324711574
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,45,0.324404762
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,40,0.323922734
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,45,0.323660714
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,25,0.323529412
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,45,0.323529412
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,25,0.323529412
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,45,0.323529412
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,25,0.323529412
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,45,0.323529412
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,45,0.323529412
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,45,0.323529412
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,20,0.323529412
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,40,0.323529412
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,45,0.323529412
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,30,0.323253001
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,40,0.322664682
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,45,0.32243685
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,40,0.322222222
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,45,0.322222222
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,20,0.322222222
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,35,0.322222222
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,20,0.321920357
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,35,0.321671164
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,25,0.321428571
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,35,0.320684524
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,25,0.320461524
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,25,0.320431708
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,25,20,0.318518519
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,5,20,0.318518519
1.13,multiclass,Random Forest,"(274, 800)",200,10,1,5,25,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,10,20,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,10,35,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,10,40,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,25,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,20,20,0.318518519
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,20,45,0.318518519
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,35,0.318518519
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,35,0.318518519
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,40,0.318518519
1.13,multiclass,Random Forest,"(10908, 6400)",100,200,4,5,20,0.318384816
1.13,multiclass,Random Forest,"(21817, 6400)",100,400,4,5,20,0.318042244
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,40,0.317708333
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,25,0.31745441
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,35,0.316710086
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,15,25,0.316493314
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,45,0.315593599
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,15,20,0.315007429
1.13,multiclass,Random Forest,"(5454, 12799)",200,200,4,5,30,0.314849274
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,35,0.314814815
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,20,0.314814815
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,30,0.314814815
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,30,0.313988095
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,35,0.312988463
1.13,multiclass,Random Forest,"(2727, 25514)",400,200,4,5,20,0.311755952
1.13,multiclass,Random Forest,"(546, 400)",100,10,1,15,20,0.311111111
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,25,0.311111111
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,10,30,0.311111111
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,20,25,0.311111111
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,30,0.311111111
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,35,0.311111111
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,20,40,0.311111111
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,20,0.311111111
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,35,0.311111111
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,40,0.311111111
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,40,0.310755489
1.13,multiclass,Random Forest,"(5454, 6399)",100,100,4,5,30,0.309639003
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,5,20,0.308823529
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,5,25,0.308823529
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,10,25,0.308823529
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,10,30,0.308823529
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,10,35,0.308823529
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,10,25,0.308823529
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,35,0.308823529
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,35,0.308823529
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,25,0.308823529
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,25,0.308035714
1.13,multiclass,Random Forest,"(2727, 12772)",200,100,4,5,20,0.306547619
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,45,0.304606241
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,45,0.303703704
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,20,35,0.303703704
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,40,0.303703704
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,45,0.303703704
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,20,0.303703704
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,30,0.303703704
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,30,0.301634473
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,35,0.301634473
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,30,0.3
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,20,0.296296296
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,15,30,0.296296296
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,45,0.296296296
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,40,0.296296296
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,5,30,0.294117647
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,10,20,0.294117647
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,10,20,0.294117647
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,10,45,0.294117647
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,20,0.294117647
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,25,0.292592593
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,25,0.291233284
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,40,0.2897474
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,35,0.288888889
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,25,0.288888889
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,30,0.288888889
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,45,0.288888889
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,35,0.285185185
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,45,0.285185185
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,45,0.281481481
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,40,0.281481481
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,40,0.281481481
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,20,0.281481481
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,5,35,0.281481481
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,40,0.281481481
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,20,0.281481481
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,25,0.281481481
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,15,25,0.281481481
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,20,25,0.281481481
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,30,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,35,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,40,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,30,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,35,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,40,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,30,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,35,0.279411765
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,40,0.279411765
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,30,0.279411765
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,45,0.279411765
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,25,0.279411765
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,45,0.279411765
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,35,0.279411765
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,25,0.277777778
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,40,0.277777778
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,20,40,0.277777778
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,35,0.274888559
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,35,0.274074074
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,20,0.274074074
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,45,0.274074074
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,30,0.273402675
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,25,0.27037037
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,30,0.27037037
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,40,0.27037037
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,30,0.27037037
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,35,0.27037037
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,10,20,0.268945022
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,45,0.266666667
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,25,25,0.266666667
1.13,multiclass,Random Forest,"(274, 1600)",200,10,2,15,20,0.266666667
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,10,30,0.266666667
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,15,20,0.264705882
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,20,20,0.264705882
1.13,multiclass,Random Forest,"(137, 1600)",400,10,1,25,20,0.264705882
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,35,0.264705882
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,40,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,20,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,30,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,35,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,40,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,10,45,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,20,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,30,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,40,0.264705882
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,20,0.264705882
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,25,0.26448737
1.13,multiclass,Random Forest,"(1364, 25059)",400,100,4,5,20,0.257057949
1.13,multiclass,Random Forest,"(546, 800)",100,10,2,5,30,0.255555556
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,20,0.255555556
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,45,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,30,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,35,0.251851852
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,45,0.251851852
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,20,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,25,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,20,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,25,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,20,30,0.25
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,25,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,25,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,30,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,40,0.25
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,30,0.25
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,10,20,0.248148148
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,15,25,0.244444444
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,40,0.244444444
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,30,0.240740741
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,20,0.237037037
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,5,25,0.235294118
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,25,30,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,35,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,15,45,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,25,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,20,35,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,40,0.235294118
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,25,45,0.235294118
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,20,0.22962963
1.13,multiclass,Random Forest,"(274, 9082)",200,10,4,5,25,0.22962963
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,40,0.225925926
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,25,0.222222222
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,30,0.220588235
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,35,0.218518519
1.13,multiclass,Random Forest,"(546, 5689)",100,10,4,5,45,0.214814815
1.13,multiclass,Random Forest,"(137, 3199)",400,10,2,15,20,0.205882353
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,40,0.205882353
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,30,0.191176471
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,45,0.191176471
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,20,0.176470588
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,25,0.176470588
1.13,multiclass,Random Forest,"(137, 12558)",400,10,4,5,35,0.176470588